,chainId,sourceStage,destinationStage
5061,25,Manuf_0079,Retail_0079
5062,25,Manuf_0080,Dist_0012
5063,25,Manuf_0080,Dist_0017
5064,25,Manuf_0080,Retail_0080
5065,25,Manuf_0081,Dist_0007
5066,25,Manuf_0081,Dist_0008
5067,25,Manuf_0081,Dist_0009
5068,25,Manuf_0081,Dist_0013
5069,25,Manuf_0081,Dist_0015
5070,25,Manuf_0081,Dist_0021
5071,25,Manuf_0081,Dist_0022
5072,25,Manuf_0081,Dist_0024
5073,25,Manuf_0081,Dist_0027
5074,25,Manuf_0081,Dist_0028
5075,25,Manuf_0081,Dist_0031
5076,25,Manuf_0081,Retail_0081
5077,25,Manuf_0082,Dist_0014
5078,25,Manuf_0082,Retail_0082
5079,25,Manuf_0083,Dist_0029
5080,25,Manuf_0083,Retail_0083
5081,25,Manuf_0084,Retail_0084
5082,25,Manuf_0085,Retail_0085
5083,25,Manuf_0086,Retail_0086
5084,25,Manuf_0087,Retail_0087
5085,25,Manuf_0088,Retail_0088
5086,25,Manuf_0089,Retail_0089
5087,25,Manuf_0090,Retail_0090
5088,25,Manuf_0091,Retail_0091
5089,25,Manuf_0092,Retail_0092
5090,25,Manuf_0093,Retail_0093
5091,25,Manuf_0094,Retail_0094
5092,25,Manuf_0095,Retail_0095
5093,25,Manuf_0096,Retail_0096
5094,25,Manuf_0097,Retail_0097
5095,25,Manuf_0098,Retail_0098
5096,25,Manuf_0099,Retail_0099
5097,25,Manuf_0100,Retail_0100
5098,25,Manuf_0101,Retail_0101
5099,25,Manuf_0102,Retail_0102
5100,25,Manuf_0103,Retail_0103
5101,25,Manuf_0104,Retail_0104
5102,25,Manuf_0105,Retail_0105
5103,25,Manuf_0106,Retail_0106
5104,25,Manuf_0107,Retail_0107
5105,25,Manuf_0108,Retail_0108
5106,25,Manuf_0109,Retail_0109
5107,25,Manuf_0110,Retail_0110
5108,25,Manuf_0111,Dist_0016
5109,25,Manuf_0111,Retail_0111
5110,25,Manuf_0112,Dist_0010
5111,25,Manuf_0112,Dist_0011
5112,25,Manuf_0112,Dist_0019
5113,25,Manuf_0112,Dist_0023
5114,25,Manuf_0112,Dist_0030
5115,25,Manuf_0112,Retail_0112
5116,25,Manuf_0113,Dist_0018
5117,25,Manuf_0113,Dist_0020
5118,25,Manuf_0113,Dist_0025
5119,25,Manuf_0113,Retail_0113
5120,25,Manuf_0114,Dist_0021
5121,25,Manuf_0114,Dist_0022
5122,25,Manuf_0114,Retail_0114
5123,25,Manuf_0115,Dist_0026
5124,25,Manuf_0115,Retail_0115
5125,25,Manuf_0116,Dist_0007
5126,25,Manuf_0116,Dist_0008
5127,25,Manuf_0116,Dist_0009
5128,25,Manuf_0116,Dist_0012
5129,25,Manuf_0116,Dist_0013
5130,25,Manuf_0116,Dist_0015
5131,25,Manuf_0116,Dist_0017
5132,25,Manuf_0116,Dist_0028
5133,25,Manuf_0116,Retail_0116
5134,25,Manuf_0117,Dist_0024
5135,25,Manuf_0117,Dist_0027
5136,25,Manuf_0117,Dist_0031
5137,25,Manuf_0117,Retail_0117
5138,25,Manuf_0118,Dist_0010
5139,25,Manuf_0118,Dist_0011
5140,25,Manuf_0118,Dist_0016
5141,25,Manuf_0118,Dist_0018
5142,25,Manuf_0118,Dist_0019
5143,25,Manuf_0118,Dist_0020
5144,25,Manuf_0118,Dist_0023
5145,25,Manuf_0118,Dist_0025
5146,25,Manuf_0118,Dist_0026
5147,25,Manuf_0118,Dist_0030
5148,25,Manuf_0118,Retail_0118
5149,25,Manuf_0119,Dist_0011
5150,25,Manuf_0119,Dist_0016
5151,25,Manuf_0119,Dist_0018
5152,25,Manuf_0119,Dist_0023
5153,25,Manuf_0119,Dist_0026
5154,25,Manuf_0119,Retail_0119
5155,25,Manuf_0120,Dist_0004
5156,25,Manuf_0120,Retail_0120
5157,25,Manuf_0121,Dist_0006
5158,25,Manuf_0121,Retail_0121
5159,25,Manuf_0122,Dist_0012
5160,25,Manuf_0122,Dist_0015
5161,25,Manuf_0122,Dist_0017
5162,25,Manuf_0122,Retail_0122
5163,25,Manuf_0123,Dist_0017
5164,25,Manuf_0123,Dist_0028
5165,25,Manuf_0123,Retail_0123
5166,25,Manuf_0124,Dist_0003
5167,25,Manuf_0124,Retail_0124
5168,25,Manuf_0125,Dist_0002
5169,25,Manuf_0125,Dist_0006
5170,25,Manuf_0125,Retail_0125
5171,25,Manuf_0126,Dist_0024
5172,25,Manuf_0126,Dist_0027
5173,25,Manuf_0126,Retail_0126
5174,25,Manuf_0127,Dist_0014
5175,25,Manuf_0127,Retail_0127
5176,25,Manuf_0128,Dist_0027
5177,25,Manuf_0128,Retail_0128
5178,25,Manuf_0129,Dist_0008
5179,25,Manuf_0129,Dist_0021
5180,25,Manuf_0129,Dist_0028
5181,25,Manuf_0129,Retail_0129
5182,25,Manuf_0130,Dist_0020
5183,25,Manuf_0130,Retail_0130
5184,25,Manuf_0131,Dist_0007
5185,25,Manuf_0131,Dist_0022
5186,25,Manuf_0131,Retail_0131
5187,25,Manuf_0132,Dist_0003
5188,25,Manuf_0132,Dist_0004
5189,25,Manuf_0132,Dist_0005
5190,25,Manuf_0132,Retail_0132
5191,25,Manuf_0133,Dist_0013
5192,25,Manuf_0133,Retail_0133
5193,25,Manuf_0134,Dist_0010
5194,25,Manuf_0134,Dist_0019
5195,25,Manuf_0134,Dist_0025
5196,25,Manuf_0134,Dist_0030
5197,25,Manuf_0134,Retail_0134
5198,25,Manuf_0135,Dist_0009
5199,25,Manuf_0135,Retail_0135
5200,25,Manuf_0136,Dist_0024
5201,25,Manuf_0136,Dist_0031
5202,25,Manuf_0136,Retail_0136
5203,25,Manuf_0137,Dist_0029
5204,25,Manuf_0137,Retail_0137
5205,25,Manuf_0138,Dist_0011
5206,25,Manuf_0138,Dist_0014
5207,25,Manuf_0138,Dist_0016
5208,25,Manuf_0138,Dist_0018
5209,25,Manuf_0138,Dist_0019
5210,25,Manuf_0138,Dist_0023
5211,25,Manuf_0138,Dist_0025
5212,25,Manuf_0138,Dist_0026
5213,25,Manuf_0138,Dist_0029
5214,25,Manuf_0138,Dist_0030
5215,25,Manuf_0138,Retail_0138
5216,25,Manuf_0139,Dist_0001
5217,25,Manuf_0139,Dist_0002
5218,25,Manuf_0139,Dist_0003
5219,25,Manuf_0139,Dist_0004
5220,25,Manuf_0139,Dist_0005
5221,25,Manuf_0139,Retail_0139
5222,25,Manuf_0140,Dist_0007
5223,25,Manuf_0140,Dist_0008
5224,25,Manuf_0140,Dist_0009
5225,25,Manuf_0140,Dist_0012
5226,25,Manuf_0140,Dist_0013
5227,25,Manuf_0140,Dist_0015
5228,25,Manuf_0140,Dist_0017
5229,25,Manuf_0140,Dist_0021
5230,25,Manuf_0140,Dist_0022
5231,25,Manuf_0140,Dist_0028
5232,25,Manuf_0140,Dist_0031
5233,25,Manuf_0140,Retail_0140
5234,25,Manuf_0141,Dist_0001
5235,25,Manuf_0141,Dist_0002
5236,25,Manuf_0141,Dist_0003
5237,25,Manuf_0141,Dist_0004
5238,25,Manuf_0141,Dist_0005
5239,25,Manuf_0141,Dist_0014
5240,25,Manuf_0141,Retail_0141
5241,25,Manuf_0142,Dist_0006
5242,25,Manuf_0142,Dist_0010
5243,25,Manuf_0142,Dist_0011
5244,25,Manuf_0142,Dist_0016
5245,25,Manuf_0142,Dist_0018
5246,25,Manuf_0142,Dist_0019
5247,25,Manuf_0142,Dist_0020
5248,25,Manuf_0142,Dist_0023
5249,25,Manuf_0142,Dist_0025
5250,25,Manuf_0142,Dist_0026
5251,25,Manuf_0142,Dist_0029
5252,25,Manuf_0142,Dist_0030
5253,25,Manuf_0142,Retail_0142
5254,25,Part_0001,Manuf_0001
5255,25,Part_0002,Manuf_0002
5256,25,Part_0003,Manuf_0003
5257,25,Part_0004,Manuf_0004
5258,25,Part_0005,Manuf_0005
5259,25,Part_0006,Manuf_0006
5260,25,Part_0007,Manuf_0006
5261,25,Part_0008,Manuf_0007
5262,25,Part_0009,Manuf_0007
5263,25,Part_0010,Manuf_0055
5264,25,Part_0010,Manuf_0056
5265,25,Part_0011,Manuf_0057
5266,25,Part_0011,Manuf_0058
5267,25,Part_0012,Manuf_0059
5268,25,Part_0012,Manuf_0060
5269,25,Part_0013,Manuf_0064
5270,25,Part_0014,Manuf_0065
5271,25,Part_0014,Manuf_0066
5272,25,Part_0015,Manuf_0067
5273,25,Part_0015,Manuf_0068
5274,25,Part_0015,Manuf_0069
5275,25,Part_0015,Manuf_0070
5276,25,Part_0016,Manuf_0067
5277,25,Part_0016,Manuf_0068
5278,25,Part_0017,Manuf_0068
5279,25,Part_0018,Manuf_0068
5280,25,Part_0019,Manuf_0067
5281,25,Part_0019,Manuf_0068
5282,25,Part_0019,Manuf_0069
5283,25,Part_0019,Manuf_0070
5284,25,Part_0020,Manuf_0069
5285,25,Part_0020,Manuf_0070
5286,25,Part_0021,Manuf_0070
5287,25,Part_0022,Manuf_0070
5288,25,Part_0023,Manuf_0071
5289,25,Part_0023,Manuf_0072
5290,25,Part_0024,Manuf_0071
5291,25,Part_0024,Manuf_0072
5292,25,Part_0024,Manuf_0073
5293,25,Part_0024,Manuf_0074
5294,25,Part_0025,Manuf_0072
5295,25,Part_0026,Manuf_0072
5296,25,Part_0027,Manuf_0001
5297,25,Part_0027,Manuf_0002
5298,25,Part_0027,Manuf_0003
5299,25,Part_0027,Manuf_0004
5300,25,Part_0027,Manuf_0005
5301,25,Part_0027,Manuf_0006
5302,25,Part_0027,Manuf_0007
5303,25,Part_0027,Manuf_0008
5304,25,Part_0027,Manuf_0009
5305,25,Part_0027,Manuf_0010
5306,25,Part_0027,Manuf_0011
5307,25,Part_0027,Manuf_0012
5308,25,Part_0027,Manuf_0013
5309,25,Part_0027,Manuf_0014
5310,25,Part_0027,Manuf_0015
5311,25,Part_0027,Manuf_0016
5312,25,Part_0027,Manuf_0017
5313,25,Part_0027,Manuf_0018
5314,25,Part_0027,Manuf_0019
5315,25,Part_0027,Manuf_0020
5316,25,Part_0027,Manuf_0021
5317,25,Part_0027,Manuf_0022
5318,25,Part_0027,Manuf_0023
5319,25,Part_0027,Manuf_0024
5320,25,Part_0027,Manuf_0025
5321,25,Part_0027,Manuf_0026
5322,25,Part_0027,Manuf_0027
5323,25,Part_0027,Manuf_0028
5324,25,Part_0027,Manuf_0029
5325,25,Part_0027,Manuf_0030
5326,25,Part_0027,Manuf_0031
5327,25,Part_0027,Manuf_0032
5328,25,Part_0027,Manuf_0033
5329,25,Part_0027,Manuf_0034
5330,25,Part_0027,Manuf_0035
5331,25,Part_0027,Manuf_0036
5332,25,Part_0027,Manuf_0037
5333,25,Part_0027,Manuf_0038
5334,25,Part_0027,Manuf_0039
5335,25,Part_0027,Manuf_0040
5336,25,Part_0027,Manuf_0041
5337,25,Part_0027,Manuf_0042
5338,25,Part_0027,Manuf_0043
5339,25,Part_0027,Manuf_0044
5340,25,Part_0027,Manuf_0045
5341,25,Part_0027,Manuf_0046
5342,25,Part_0027,Manuf_0047
5343,25,Part_0027,Manuf_0048
5344,25,Part_0027,Manuf_0049
5345,25,Part_0027,Manuf_0050
5346,25,Part_0027,Manuf_0051
5347,25,Part_0027,Manuf_0052
5348,25,Part_0027,Manuf_0053
5349,25,Part_0027,Manuf_0054
5350,25,Part_0027,Manuf_0055
5351,25,Part_0027,Manuf_0056
5352,25,Part_0027,Manuf_0057
5353,25,Part_0027,Manuf_0058
5354,25,Part_0027,Manuf_0059
5355,25,Part_0027,Manuf_0060
5356,25,Part_0027,Manuf_0061
5357,25,Part_0027,Manuf_0062
5358,25,Part_0027,Manuf_0063
5359,25,Part_0027,Manuf_0064
5360,25,Part_0027,Manuf_0065
5361,25,Part_0027,Manuf_0066
5362,25,Part_0027,Manuf_0067
5363,25,Part_0027,Manuf_0068
5364,25,Part_0027,Manuf_0069
5365,25,Part_0027,Manuf_0070
5366,25,Part_0027,Manuf_0071
5367,25,Part_0027,Manuf_0072
5368,25,Part_0027,Manuf_0073
5369,25,Part_0027,Manuf_0074
5370,25,Part_0027,Manuf_0075
5371,25,Part_0027,Manuf_0076
5372,25,Part_0027,Manuf_0077
5373,25,Part_0027,Manuf_0078
5374,25,Part_0027,Manuf_0079
5375,25,Part_0027,Manuf_0080
5376,25,Part_0027,Manuf_0081
5377,25,Part_0027,Manuf_0082
5378,25,Part_0027,Manuf_0083
5379,25,Part_0027,Manuf_0084
5380,25,Part_0027,Manuf_0085
5381,25,Part_0027,Manuf_0086
5382,25,Part_0027,Manuf_0087
5383,25,Part_0027,Manuf_0088
5384,25,Part_0027,Manuf_0089
5385,25,Part_0027,Manuf_0090
5386,25,Part_0027,Manuf_0091
5387,25,Part_0027,Manuf_0092
5388,25,Part_0027,Manuf_0093
5389,25,Part_0027,Manuf_0094
5390,25,Part_0027,Manuf_0095
5391,25,Part_0027,Manuf_0096
5392,25,Part_0027,Manuf_0097
5393,25,Part_0027,Manuf_0098
5394,25,Part_0027,Manuf_0099
5395,25,Part_0027,Manuf_0100
5396,25,Part_0027,Manuf_0101
5397,25,Part_0027,Manuf_0102
5398,25,Part_0027,Manuf_0103
5399,25,Part_0027,Manuf_0104
5400,25,Part_0027,Manuf_0105
5401,25,Part_0027,Manuf_0106
5402,25,Part_0027,Manuf_0107
5403,25,Part_0027,Manuf_0108
5404,25,Part_0027,Manuf_0109
5405,25,Part_0027,Manuf_0110
5406,25,Part_0027,Manuf_0111
5407,25,Part_0027,Manuf_0112
5408,25,Part_0027,Manuf_0113
5409,25,Part_0027,Manuf_0114
5410,25,Part_0027,Manuf_0115
5411,25,Part_0027,Manuf_0116
5412,25,Part_0027,Manuf_0117
5413,25,Part_0027,Manuf_0118
5414,25,Part_0027,Manuf_0119
5415,25,Part_0027,Manuf_0120
5416,25,Part_0027,Manuf_0121
5417,25,Part_0027,Manuf_0122
5418,25,Part_0027,Manuf_0123
5419,25,Part_0027,Manuf_0124
5420,25,Part_0027,Manuf_0125
5421,25,Part_0027,Manuf_0126
5422,25,Part_0027,Manuf_0127
5423,25,Part_0027,Manuf_0128
5424,25,Part_0027,Manuf_0129
5425,25,Part_0027,Manuf_0130
5426,25,Part_0027,Manuf_0131
5427,25,Part_0027,Manuf_0132
5428,25,Part_0027,Manuf_0133
5429,25,Part_0027,Manuf_0134
5430,25,Part_0027,Manuf_0135
5431,25,Part_0027,Manuf_0136
5432,25,Part_0027,Manuf_0137
5433,25,Part_0027,Manuf_0138
5434,25,Part_0027,Manuf_0139
5435,25,Part_0027,Manuf_0140
5436,25,Part_0027,Manuf_0141
5437,25,Part_0027,Manuf_0142
5438,25,Part_0028,Manuf_0074
5439,25,Part_0029,Manuf_0074
5440,25,Part_0030,Manuf_0073
5441,25,Part_0030,Manuf_0074
5442,25,Part_0031,Manuf_0071
5443,25,Part_0031,Manuf_0072
5444,25,Part_0031,Manuf_0073
5445,25,Part_0031,Manuf_0074
5446,25,Part_0032,Manuf_0075
5447,25,Part_0033,Manuf_0076
5448,25,Part_0034,Manuf_0076
5449,25,Part_0035,Manuf_0077
5450,25,Part_0036,Manuf_0077
5451,25,Part_0037,Manuf_0078
5452,25,Part_0038,Manuf_0079
5453,25,Part_0039,Manuf_0080
5454,25,Part_0039,Manuf_0081
5455,25,Part_0040,Manuf_0080
5456,25,Part_0040,Manuf_0081
5457,25,Part_0041,Manuf_0080
5458,25,Part_0041,Manuf_0081
5459,25,Part_0042,Manuf_0081
5460,25,Part_0043,Manuf_0081
5461,25,Part_0044,Manuf_0061
5462,25,Part_0044,Manuf_0062
5463,25,Part_0044,Manuf_0063
5464,25,Part_0044,Manuf_0084
5465,25,Part_0044,Manuf_0085
5466,25,Part_0044,Manuf_0086
5467,25,Part_0044,Manuf_0087
5468,25,Part_0044,Manuf_0088
5469,25,Part_0044,Manuf_0089
5470,25,Part_0044,Manuf_0090
5471,25,Part_0044,Manuf_0091
5472,25,Part_0044,Manuf_0092
5473,25,Part_0044,Manuf_0093
5474,25,Part_0044,Manuf_0094
5475,25,Part_0044,Manuf_0095
5476,25,Part_0044,Manuf_0096
5477,25,Part_0044,Manuf_0097
5478,25,Part_0044,Manuf_0098
5479,25,Part_0045,Manuf_0061
5480,25,Part_0045,Manuf_0085
5481,25,Part_0045,Manuf_0086
5482,25,Part_0045,Manuf_0088
5483,25,Part_0045,Manuf_0089
5484,25,Part_0045,Manuf_0090
5485,25,Part_0045,Manuf_0109
5486,25,Part_0046,Manuf_0061
5487,25,Part_0046,Manuf_0062
5488,25,Part_0046,Manuf_0063
5489,25,Part_0046,Manuf_0064
5490,25,Part_0046,Manuf_0082
5491,25,Part_0046,Manuf_0084
5492,25,Part_0046,Manuf_0085
5493,25,Part_0046,Manuf_0086
5494,25,Part_0046,Manuf_0087
5495,25,Part_0046,Manuf_0088
5496,25,Part_0046,Manuf_0089
5497,25,Part_0046,Manuf_0090
5498,25,Part_0046,Manuf_0093
5499,25,Part_0046,Manuf_0094
5500,25,Part_0046,Manuf_0095
5501,25,Part_0046,Manuf_0096
5502,25,Part_0046,Manuf_0097
5503,25,Part_0046,Manuf_0098
5504,25,Part_0046,Manuf_0099
5505,25,Part_0046,Manuf_0102
5506,25,Part_0046,Manuf_0103
5507,25,Part_0046,Manuf_0104
5508,25,Part_0046,Manuf_0112
5509,25,Part_0046,Manuf_0115
5510,25,Part_0047,Manuf_0083
5511,25,Part_0047,Manuf_0092
5512,25,Part_0047,Manuf_0100
5513,25,Part_0047,Manuf_0105
5514,25,Part_0047,Manuf_0109
5515,25,Part_0047,Manuf_0111
5516,25,Part_0047,Manuf_0113
5517,25,Part_0048,Manuf_0084
5518,25,Part_0048,Manuf_0093
5519,25,Part_0048,Manuf_0096
5520,25,Part_0048,Manuf_0104
5521,25,Part_0048,Manuf_0105
5522,25,Part_0049,Manuf_0061
5523,25,Part_0049,Manuf_0062
5524,25,Part_0049,Manuf_0063
5525,25,Part_0049,Manuf_0084
5526,25,Part_0049,Manuf_0085
5527,25,Part_0049,Manuf_0086
5528,25,Part_0049,Manuf_0087
5529,25,Part_0049,Manuf_0088
5530,25,Part_0049,Manuf_0089
5531,25,Part_0049,Manuf_0090
5532,25,Part_0049,Manuf_0091
5533,25,Part_0049,Manuf_0093
5534,25,Part_0049,Manuf_0094
5535,25,Part_0049,Manuf_0095
5536,25,Part_0049,Manuf_0096
5537,25,Part_0049,Manuf_0097
5538,25,Part_0049,Manuf_0098
5539,25,Part_0049,Manuf_0102
5540,25,Part_0049,Manuf_0103
5541,25,Part_0049,Manuf_0104
5542,25,Part_0049,Manuf_0112
5543,25,Part_0049,Manuf_0115
5544,25,Part_0050,Manuf_0092
5545,25,Part_0050,Manuf_0105
5546,25,Part_0050,Manuf_0109
5547,25,Part_0050,Manuf_0111
5548,25,Part_0050,Manuf_0113
5549,25,Part_0051,Manuf_0061
5550,25,Part_0051,Manuf_0062
5551,25,Part_0051,Manuf_0063
5552,25,Part_0051,Manuf_0085
5553,25,Part_0051,Manuf_0086
5554,25,Part_0051,Manuf_0087
5555,25,Part_0051,Manuf_0088
5556,25,Part_0051,Manuf_0089
5557,25,Part_0051,Manuf_0090
5558,25,Part_0051,Manuf_0091
5559,25,Part_0051,Manuf_0094
5560,25,Part_0051,Manuf_0095
5561,25,Part_0051,Manuf_0097
5562,25,Part_0051,Manuf_0098
5563,25,Part_0052,Manuf_0092
5564,25,Part_0052,Manuf_0102
5565,25,Part_0052,Manuf_0103
5566,25,Part_0052,Manuf_0109
5567,25,Part_0052,Manuf_0111
5568,25,Part_0052,Manuf_0112
5569,25,Part_0052,Manuf_0113
5570,25,Part_0052,Manuf_0115
5571,25,Part_0053,Manuf_0061
5572,25,Part_0053,Manuf_0062
5573,25,Part_0053,Manuf_0063
5574,25,Part_0053,Manuf_0084
5575,25,Part_0053,Manuf_0085
5576,25,Part_0053,Manuf_0086
5577,25,Part_0053,Manuf_0087
5578,25,Part_0053,Manuf_0088
5579,25,Part_0053,Manuf_0089
5580,25,Part_0053,Manuf_0090
5581,25,Part_0053,Manuf_0091
5582,25,Part_0053,Manuf_0093
5583,25,Part_0053,Manuf_0094
5584,25,Part_0053,Manuf_0095
5585,25,Part_0053,Manuf_0096
5586,25,Part_0053,Manuf_0097
5587,25,Part_0053,Manuf_0098
5588,25,Part_0053,Manuf_0102
5589,25,Part_0053,Manuf_0103
5590,25,Part_0053,Manuf_0104
5591,25,Part_0053,Manuf_0112
5592,25,Part_0053,Manuf_0115
5593,25,Part_0054,Manuf_0092
5594,25,Part_0054,Manuf_0105
5595,25,Part_0054,Manuf_0109
5596,25,Part_0054,Manuf_0111
5597,25,Part_0054,Manuf_0113
5598,25,Part_0055,Manuf_0102
5599,25,Part_0055,Manuf_0112
5600,25,Part_0055,Manuf_0115
5601,25,Part_0056,Manuf_0092
5602,25,Part_0056,Manuf_0111
5603,25,Part_0056,Manuf_0113
5604,25,Part_0057,Manuf_0061
5605,25,Part_0057,Manuf_0062
5606,25,Part_0057,Manuf_0063
5607,25,Part_0057,Manuf_0064
5608,25,Part_0057,Manuf_0084
5609,25,Part_0057,Manuf_0085
5610,25,Part_0057,Manuf_0086
5611,25,Part_0057,Manuf_0087
5612,25,Part_0057,Manuf_0088
5613,25,Part_0057,Manuf_0089
5614,25,Part_0057,Manuf_0090
5615,25,Part_0057,Manuf_0093
5616,25,Part_0057,Manuf_0094
5617,25,Part_0057,Manuf_0095
5618,25,Part_0057,Manuf_0096
5619,25,Part_0057,Manuf_0097
5620,25,Part_0057,Manuf_0098
5621,25,Part_0057,Manuf_0099
5622,25,Part_0058,Manuf_0093
5623,25,Part_0058,Manuf_0104
5624,25,Part_0059,Manuf_0063
5625,25,Part_0059,Manuf_0090
5626,25,Part_0059,Manuf_0094
5627,25,Part_0059,Manuf_0097
5628,25,Part_0060,Manuf_0061
5629,25,Part_0060,Manuf_0062
5630,25,Part_0060,Manuf_0091
5631,25,Part_0060,Manuf_0095
5632,25,Part_0060,Manuf_0098
5633,25,Part_0061,Manuf_0082
5634,25,Part_0061,Manuf_0099
5635,25,Part_0062,Manuf_0096
5636,25,Part_0063,Manuf_0064
5637,25,Part_0063,Manuf_0082
5638,25,Part_0063,Manuf_0099
5639,25,Part_0064,Manuf_0083
5640,25,Part_0064,Manuf_0100
5641,25,Part_0065,Manuf_0064
5642,25,Part_0065,Manuf_0082
5643,25,Part_0065,Manuf_0099
5644,25,Part_0066,Manuf_0103
5645,25,Part_0067,Manuf_0105
5646,25,Part_0068,Manuf_0083
5647,25,Part_0068,Manuf_0100
5648,25,Part_0069,Manuf_0083
5649,25,Part_0069,Manuf_0100
5650,25,Part_0070,Manuf_0082
5651,25,Part_0070,Manuf_0102
5652,25,Part_0070,Manuf_0103
5653,25,Part_0070,Manuf_0104
5654,25,Part_0070,Manuf_0112
5655,25,Part_0070,Manuf_0115
5656,25,Part_0071,Manuf_0083
5657,25,Part_0071,Manuf_0105
5658,25,Part_0071,Manuf_0109
5659,25,Part_0071,Manuf_0111
5660,25,Part_0071,Manuf_0113
5661,25,Part_0072,Manuf_0064
5662,25,Part_0072,Manuf_0082
5663,25,Part_0072,Manuf_0083
5664,25,Part_0072,Manuf_0099
5665,25,Part_0072,Manuf_0100
5666,25,Part_0072,Manuf_0101
5667,25,Part_0072,Manuf_0117
5668,25,Part_0073,Manuf_0061
5669,25,Part_0073,Manuf_0062
5670,25,Part_0073,Manuf_0063
5671,25,Part_0073,Manuf_0090
5672,25,Part_0073,Manuf_0091
5673,25,Part_0073,Manuf_0102
5674,25,Part_0073,Manuf_0103
5675,25,Part_0073,Manuf_0106
5676,25,Part_0073,Manuf_0107
5677,25,Part_0073,Manuf_0108
5678,25,Part_0073,Manuf_0111
5679,25,Part_0073,Manuf_0115
5680,25,Part_0073,Manuf_0116
5681,25,Part_0074,Manuf_0092
5682,25,Part_0074,Manuf_0093
5683,25,Part_0074,Manuf_0094
5684,25,Part_0074,Manuf_0095
5685,25,Part_0074,Manuf_0096
5686,25,Part_0074,Manuf_0097
5687,25,Part_0074,Manuf_0098
5688,25,Part_0074,Manuf_0104
5689,25,Part_0074,Manuf_0105
5690,25,Part_0074,Manuf_0112
5691,25,Part_0074,Manuf_0113
5692,25,Part_0074,Manuf_0114
5693,25,Part_0075,Manuf_0061
5694,25,Part_0075,Manuf_0090
5695,25,Part_0075,Manuf_0106
5696,25,Part_0076,Manuf_0062
5697,25,Part_0076,Manuf_0063
5698,25,Part_0076,Manuf_0091
5699,25,Part_0076,Manuf_0092
5700,25,Part_0076,Manuf_0094
5701,25,Part_0076,Manuf_0095
5702,25,Part_0076,Manuf_0097
5703,25,Part_0076,Manuf_0098
5704,25,Part_0076,Manuf_0102
5705,25,Part_0076,Manuf_0103
5706,25,Part_0076,Manuf_0107
5707,25,Part_0076,Manuf_0111
5708,25,Part_0076,Manuf_0112
5709,25,Part_0076,Manuf_0113
5710,25,Part_0076,Manuf_0115
5711,25,Part_0076,Manuf_0116
5712,25,Part_0077,Manuf_0093
5713,25,Part_0077,Manuf_0096
5714,25,Part_0077,Manuf_0104
5715,25,Part_0077,Manuf_0105
5716,25,Part_0077,Manuf_0108
5717,25,Part_0077,Manuf_0114
5718,25,Part_0078,Manuf_0064
5719,25,Part_0078,Manuf_0082
5720,25,Part_0078,Manuf_0083
5721,25,Part_0078,Manuf_0099
5722,25,Part_0078,Manuf_0100
5723,25,Part_0078,Manuf_0101
5724,25,Part_0078,Manuf_0117
5725,25,Part_0079,Manuf_0106
5726,25,Part_0079,Manuf_0107
5727,25,Part_0079,Manuf_0108
5728,25,Part_0079,Manuf_0114
5729,25,Part_0079,Manuf_0116
5730,25,Part_0079,Manuf_0117
5731,25,Part_0080,Manuf_0106
5732,25,Part_0081,Manuf_0108
5733,25,Part_0081,Manuf_0114
5734,25,Part_0082,Manuf_0116
5735,25,Part_0083,Manuf_0106
5736,25,Part_0083,Manuf_0107
5737,25,Part_0083,Manuf_0116
5738,25,Part_0084,Manuf_0108
5739,25,Part_0084,Manuf_0114
5740,25,Part_0085,Manuf_0101
5741,25,Part_0085,Manuf_0117
5742,25,Part_0086,Manuf_0106
5743,25,Part_0086,Manuf_0107
5744,25,Part_0087,Manuf_0118
5745,25,Part_0088,Manuf_0101
5746,25,Part_0088,Manuf_0117
5747,25,Part_0089,Manuf_0101
5748,25,Part_0089,Manuf_0117
5749,25,Part_0090,Manuf_0101
5750,25,Part_0091,Manuf_0101
5751,25,Part_0091,Manuf_0106
5752,25,Part_0091,Manuf_0107
5753,25,Part_0091,Manuf_0108
5754,25,Part_0091,Manuf_0114
5755,25,Part_0091,Manuf_0116
5756,25,Part_0091,Manuf_0117
5757,25,Part_0092,Manuf_0106
5758,25,Part_0092,Manuf_0107
5759,25,Part_0092,Manuf_0108
5760,25,Part_0092,Manuf_0114
5761,25,Part_0092,Manuf_0116
5762,25,Part_0093,Manuf_0106
5763,25,Part_0093,Manuf_0107
5764,25,Part_0093,Manuf_0108
5765,25,Part_0093,Manuf_0114
5766,25,Part_0093,Manuf_0116
5767,25,Part_0094,Manuf_0132
5768,26,Manuf_0001,Manuf_0011
5769,26,Manuf_0002,Manuf_0013
5770,26,Manuf_0003,Manuf_0015
5771,26,Manuf_0004,Manuf_0015
5772,26,Manuf_0005,Manuf_0015
5773,26,Manuf_0006,Manuf_0016
5774,26,Manuf_0007,Manuf_0016
5775,26,Manuf_0008,Manuf_0030
5776,26,Manuf_0009,Manuf_0030
5777,26,Manuf_0010,Manuf_0029
5778,26,Manuf_0011,Manuf_0030
5779,26,Manuf_0012,Manuf_0037
5780,26,Manuf_0013,Manuf_0038
5781,26,Manuf_0014,Manuf_0039
5782,26,Manuf_0015,Manuf_0040
5783,26,Manuf_0016,Manuf_0042
5784,26,Manuf_0017,Manuf_0042
