,chainId,Stage_Name,stageCost,relDepth,stageClassification,avgDemand,stdDevDemand,maxServiceTime,serviceLevel,stageTime,stdDev_stageTime,stageTime_1,stageTime_%_1,stageTime_2,stageTime_%_2,stageTime_3,stageTime_%_3,stageTime_4,stageTime_%_4,stageTime_5,stageTime_%_5,stageTime_6,stageTime_%_6,xPosition,yPosition,Unnamed: 25
3596,27,Part_0020,0.34,3,Part,,,,,35.0,,,,,,,,,,,,,,320,416,
3597,27,Part_0031,0.34,3,Part,,,,,30.0,,,,,,,,,,,,,,320,768,
3598,27,Part_0052,0.34,3,Part,,,,,45.0,,,,,,,,,,,,,,320,1440,
3599,27,Part_0106,0.34,3,Part,,,,,45.0,,,,,,,,,,,,,,320,3168,
3600,27,Part_0111,0.34,3,Part,,,,,30.0,,,,,,,,,,,,,,320,3328,
3601,27,Part_0150,0.34,3,Part,,,,,40.0,,,,,,,,,,,,,,320,4576,
3602,27,Part_0160,0.34,3,Part,,,,,40.0,,,,,,,,,,,,,,320,4896,
3603,27,Part_0174,0.34,3,Part,,,,,45.0,,,,,,,,,,,,,,320,5344,
3604,27,Part_0262,0.34,3,Part,,,,,30.0,,,,,,,,,,,,,,320,8352,
3605,27,Part_0298,0.34,3,Part,,,,,45.0,,,,,,,,,,,,,,320,9600,
3606,27,Part_0303,0.34,3,Part,,,,,35.0,,,,,,,,,,,,,,320,9760,
3607,27,Part_0318,0.34,3,Part,,,,,30.0,,,,,,,,,,,,,,320,10304,
3608,27,Part_0055,0.35,3,Part,,,,,30.0,,,,,,,,,,,,,,320,1536,
3609,27,Part_0059,0.35,3,Part,,,,,40.0,,,,,,,,,,,,,,320,1664,
3610,27,Part_0064,0.35,3,Part,,,,,35.0,,,,,,,,,,,,,,320,1824,
3611,27,Part_0078,0.35,3,Part,,,,,35.0,,,,,,,,,,,,,,320,2272,
3612,27,Part_0090,0.35,3,Part,,,,,40.0,,,,,,,,,,,,,,320,2656,
3613,27,Part_0152,0.35,3,Part,,,,,40.0,,,,,,,,,,,,,,320,4640,
3614,27,Part_0179,0.35,3,Part,,,,,45.0,,,,,,,,,,,,,,320,5536,
3615,27,Part_0188,0.35,3,Part,,,,,35.0,,,,,,,,,,,,,,320,5824,
3616,27,Part_0191,0.35,3,Part,,,,,45.0,,,,,,,,,,,,,,320,5920,
3617,27,Part_0219,0.35,3,Part,,,,,35.0,,,,,,,,,,,,,,320,6848,
3618,27,Part_0229,0.35,3,Part,,,,,45.0,,,,,,,,,,,,,,320,7168,
3619,27,Part_0240,0.35,3,Part,,,,,30.0,,,,,,,,,,,,,,320,7520,
3620,27,Part_0270,0.35,3,Part,,,,,30.0,,,,,,,,,,,,,,320,8608,
3621,27,Part_0285,0.35,3,Part,,,,,45.0,,,,,,,,,,,,,,320,9152,
3622,27,Part_0347,0.35,3,Part,,,,,30.0,,,,,,,,,,,,,,320,11232,
3623,27,Part_0056,0.36,3,Part,,,,,35.0,,,,,,,,,,,,,,320,1568,
3624,27,Part_0073,0.36,3,Part,,,,,40.0,,,,,,,,,,,,,,320,2112,
3625,27,Part_0094,0.36,3,Part,,,,,45.0,,,,,,,,,,,,,,320,2784,
3626,27,Part_0108,0.36,3,Part,,,,,35.0,,,,,,,,,,,,,,320,3232,
3627,27,Part_0125,0.36,3,Part,,,,,40.0,,,,,,,,,,,,,,320,3776,
3628,27,Part_0149,0.36,3,Part,,,,,30.0,,,,,,,,,,,,,,320,4544,
3629,27,Part_0178,0.36,3,Part,,,,,40.0,,,,,,,,,,,,,,320,5504,
3630,27,Part_0228,0.36,3,Part,,,,,40.0,,,,,,,,,,,,,,320,7136,
3631,27,Part_0314,0.36,3,Part,,,,,45.0,,,,,,,,,,,,,,320,10176,
3632,27,Part_0328,0.36,3,Part,,,,,45.0,,,,,,,,,,,,,,320,10624,
3633,27,Part_0351,0.36,3,Part,,,,,45.0,,,,,,,,,,,,,,320,11360,
3634,27,Part_0053,0.37,3,Part,,,,,35.0,,,,,,,,,,,,,,320,1472,
3635,27,Part_0080,0.37,3,Part,,,,,45.0,,,,,,,,,,,,,,320,2336,
3636,27,Part_0114,0.37,3,Part,,,,,35.0,,,,,,,,,,,,,,320,3424,
3637,27,Part_0142,0.37,3,Part,,,,,45.0,,,,,,,,,,,,,,320,4320,
3638,27,Part_0162,0.37,3,Part,,,,,45.0,,,,,,,,,,,,,,320,4960,
3639,27,Part_0173,0.37,3,Part,,,,,30.0,,,,,,,,,,,,,,320,5312,
3640,27,Part_0199,0.37,3,Part,,,,,45.0,,,,,,,,,,,,,,320,6176,
3641,27,Part_0214,0.37,3,Part,,,,,30.0,,,,,,,,,,,,,,320,6688,
3642,27,Part_0238,0.37,3,Part,,,,,30.0,,,,,,,,,,,,,,320,7456,
3643,27,Part_0245,0.37,3,Part,,,,,35.0,,,,,,,,,,,,,,320,7744,
3644,27,Part_0272,0.37,3,Part,,,,,35.0,,,,,,,,,,,,,,320,8672,
3645,27,Part_0333,0.37,3,Part,,,,,30.0,,,,,,,,,,,,,,320,10784,
3646,27,Part_0336,0.37,3,Part,,,,,45.0,,,,,,,,,,,,,,320,10880,
3647,27,Part_0346,0.37,3,Part,,,,,45.0,,,,,,,,,,,,,,320,11200,
3648,27,Part_0355,0.37,3,Part,,,,,40.0,,,,,,,,,,,,,,320,11488,
3649,27,Part_0018,0.38,3,Part,,,,,40.0,,,,,,,,,,,,,,320,352,
3650,27,Part_0026,0.38,3,Part,,,,,30.0,,,,,,,,,,,,,,320,608,
3651,27,Part_0057,0.38,3,Part,,,,,40.0,,,,,,,,,,,,,,320,1600,
3652,27,Part_0071,0.38,3,Part,,,,,45.0,,,,,,,,,,,,,,320,2048,
3653,27,Part_0075,0.38,3,Part,,,,,35.0,,,,,,,,,,,,,,320,2176,
3654,27,Part_0126,0.38,3,Part,,,,,45.0,,,,,,,,,,,,,,320,3808,
3655,27,Part_0133,0.38,3,Part,,,,,30.0,,,,,,,,,,,,,,320,4032,
3656,27,Part_0151,0.38,3,Part,,,,,45.0,,,,,,,,,,,,,,320,4608,
3657,27,Part_0167,0.38,3,Part,,,,,45.0,,,,,,,,,,,,,,320,5120,
3658,27,Part_0168,0.38,3,Part,,,,,45.0,,,,,,,,,,,,,,320,5152,
3659,27,Part_0197,0.38,3,Part,,,,,45.0,,,,,,,,,,,,,,320,6112,
3660,27,Part_0211,0.38,3,Part,,,,,40.0,,,,,,,,,,,,,,320,6592,
3661,27,Part_0226,0.38,3,Part,,,,,40.0,,,,,,,,,,,,,,320,7072,
3662,27,Part_0230,0.38,3,Part,,,,,40.0,,,,,,,,,,,,,,320,7200,
3663,27,Part_0232,0.38,3,Part,,,,,40.0,,,,,,,,,,,,,,320,7264,
3664,27,Part_0249,0.38,3,Part,,,,,45.0,,,,,,,,,,,,,,320,7872,
3665,27,Part_0265,0.38,3,Part,,,,,45.0,,,,,,,,,,,,,,320,8448,
3666,27,Part_0266,0.38,3,Part,,,,,30.0,,,,,,,,,,,,,,320,8480,
3667,27,Part_0269,0.38,3,Part,,,,,45.0,,,,,,,,,,,,,,320,8576,
3668,27,Part_0275,0.38,3,Part,,,,,45.0,,,,,,,,,,,,,,320,8800,
3669,27,Part_0277,0.38,3,Part,,,,,30.0,,,,,,,,,,,,,,320,8896,
3670,27,Part_0290,0.38,3,Part,,,,,35.0,,,,,,,,,,,,,,320,9344,
3671,27,Part_0294,0.38,3,Part,,,,,30.0,,,,,,,,,,,,,,320,9472,
3672,27,Part_0305,0.38,3,Part,,,,,35.0,,,,,,,,,,,,,,320,9824,
3673,27,Part_0310,0.38,3,Part,,,,,30.0,,,,,,,,,,,,,,320,9984,
3674,27,Part_0319,0.38,3,Part,,,,,45.0,,,,,,,,,,,,,,320,10336,
3675,27,Part_0352,0.38,3,Part,,,,,45.0,,,,,,,,,,,,,,320,11392,
3676,27,Part_0364,0.38,3,Part,,,,,40.0,,,,,,,,,,,,,,320,11776,
3677,27,Part_0011,0.39,3,Part,,,,,45.0,,,,,,,,,,,,,,320,128,
3678,27,Part_0015,0.39,3,Part,,,,,30.0,,,,,,,,,,,,,,320,256,
3679,27,Part_0021,0.39,3,Part,,,,,40.0,,,,,,,,,,,,,,320,448,
3680,27,Part_0039,0.39,3,Part,,,,,35.0,,,,,,,,,,,,,,320,1024,
3681,27,Part_0050,0.39,3,Part,,,,,35.0,,,,,,,,,,,,,,320,1376,
3682,27,Part_0092,0.39,3,Part,,,,,35.0,,,,,,,,,,,,,,320,2720,
3683,27,Part_0095,0.39,3,Part,,,,,30.0,,,,,,,,,,,,,,320,2816,
3684,27,Part_0098,0.39,3,Part,,,,,30.0,,,,,,,,,,,,,,320,2912,
3685,27,Part_0103,0.39,3,Part,,,,,40.0,,,,,,,,,,,,,,320,3072,
3686,27,Part_0107,0.39,3,Part,,,,,35.0,,,,,,,,,,,,,,320,3200,
3687,27,Part_0120,0.39,3,Part,,,,,30.0,,,,,,,,,,,,,,320,3616,
3688,27,Part_0156,0.39,3,Part,,,,,40.0,,,,,,,,,,,,,,320,4768,
3689,27,Part_0169,0.39,3,Part,,,,,45.0,,,,,,,,,,,,,,320,5184,
3690,27,Part_0196,0.39,3,Part,,,,,45.0,,,,,,,,,,,,,,320,6080,
3691,27,Part_0251,0.39,3,Part,,,,,30.0,,,,,,,,,,,,,,320,7936,
3692,27,Part_0257,0.39,3,Part,,,,,30.0,,,,,,,,,,,,,,320,8128,
3693,27,Part_0276,0.39,3,Part,,,,,30.0,,,,,,,,,,,,,,320,8832,
3694,27,Part_0279,0.39,3,Part,,,,,35.0,,,,,,,,,,,,,,320,8960,
3695,27,Part_0344,0.39,3,Part,,,,,35.0,,,,,,,,,,,,,,320,11136,
3696,27,Part_0034,0.4,3,Part,,,,,40.0,,,,,,,,,,,,,,320,864,
3697,27,Part_0054,0.4,3,Part,,,,,40.0,,,,,,,,,,,,,,320,1504,
3698,27,Part_0060,0.4,3,Part,,,,,45.0,,,,,,,,,,,,,,320,1696,
3699,27,Part_0067,0.4,3,Part,,,,,45.0,,,,,,,,,,,,,,320,1920,
3700,27,Part_0074,0.4,3,Part,,,,,35.0,,,,,,,,,,,,,,320,2144,
3701,27,Part_0084,0.4,3,Part,,,,,35.0,,,,,,,,,,,,,,320,2464,
3702,27,Part_0093,0.4,3,Part,,,,,30.0,,,,,,,,,,,,,,320,2752,
3703,27,Part_0101,0.4,3,Part,,,,,45.0,,,,,,,,,,,,,,320,3008,
3704,27,Part_0137,0.4,3,Part,,,,,35.0,,,,,,,,,,,,,,320,4160,
3705,27,Part_0143,0.4,3,Part,,,,,40.0,,,,,,,,,,,,,,320,4352,
3706,27,Part_0222,0.4,3,Part,,,,,35.0,,,,,,,,,,,,,,320,6944,
3707,27,Part_0235,0.4,3,Part,,,,,30.0,,,,,,,,,,,,,,320,7360,
3708,27,Part_0244,0.4,3,Part,,,,,30.0,,,,,,,,,,,,,,320,7712,
3709,27,Part_0254,0.4,3,Part,,,,,45.0,,,,,,,,,,,,,,320,8032,
3710,27,Part_0271,0.4,3,Part,,,,,40.0,,,,,,,,,,,,,,320,8640,
3711,27,Part_0286,0.4,3,Part,,,,,45.0,,,,,,,,,,,,,,320,9216,
3712,27,Part_0289,0.4,3,Part,,,,,40.0,,,,,,,,,,,,,,320,9312,
3713,27,Part_0296,0.4,3,Part,,,,,30.0,,,,,,,,,,,,,,320,9536,
3714,27,Part_0348,0.4,3,Part,,,,,35.0,,,,,,,,,,,,,,320,11264,
3715,27,Part_0365,0.4,3,Part,,,,,40.0,,,,,,,,,,,,,,320,11808,
3716,27,Part_0044,0.41,3,Part,,,,,30.0,,,,,,,,,,,,,,320,1184,
3717,27,Part_0082,0.41,3,Part,,,,,30.0,,,,,,,,,,,,,,320,2400,
3718,27,Part_0083,0.41,3,Part,,,,,35.0,,,,,,,,,,,,,,320,2432,
3719,27,Part_0087,0.41,3,Part,,,,,40.0,,,,,,,,,,,,,,320,2560,
3720,27,Part_0091,0.41,3,Part,,,,,35.0,,,,,,,,,,,,,,320,2688,
3721,27,Part_0128,0.41,3,Part,,,,,40.0,,,,,,,,,,,,,,320,3872,
3722,27,Part_0140,0.41,3,Part,,,,,40.0,,,,,,,,,,,,,,320,4256,
3723,27,Part_0157,0.41,3,Part,,,,,30.0,,,,,,,,,,,,,,320,4800,
3724,27,Part_0202,0.41,3,Part,,,,,45.0,,,,,,,,,,,,,,320,6304,
3725,27,Part_0203,0.41,3,Part,,,,,45.0,,,,,,,,,,,,,,320,6336,
3726,27,Part_0210,0.41,3,Part,,,,,40.0,,,,,,,,,,,,,,320,6560,
3727,27,Part_0274,0.41,3,Part,,,,,45.0,,,,,,,,,,,,,,320,8736,
3728,27,Part_0326,0.41,3,Part,,,,,40.0,,,,,,,,,,,,,,320,10560,
3729,27,Part_0340,0.41,3,Part,,,,,35.0,,,,,,,,,,,,,,320,11008,
3730,27,Part_0058,0.42,3,Part,,,,,30.0,,,,,,,,,,,,,,320,1632,
3731,27,Part_0100,0.42,3,Part,,,,,40.0,,,,,,,,,,,,,,320,2976,
3732,27,Part_0119,0.42,3,Part,,,,,40.0,,,,,,,,,,,,,,320,3584,
3733,27,Part_0154,0.42,3,Part,,,,,30.0,,,,,,,,,,,,,,320,4704,
3734,27,Part_0159,0.42,3,Part,,,,,35.0,,,,,,,,,,,,,,320,4864,
3735,27,Part_0177,0.42,3,Part,,,,,40.0,,,,,,,,,,,,,,320,5440,
3736,27,Part_0206,0.42,3,Part,,,,,30.0,,,,,,,,,,,,,,320,6432,
3737,27,Part_0225,0.42,3,Part,,,,,40.0,,,,,,,,,,,,,,320,7040,
3738,27,Part_0246,0.42,3,Part,,,,,45.0,,,,,,,,,,,,,,320,7776,
3739,27,Part_0247,0.42,3,Part,,,,,45.0,,,,,,,,,,,,,,320,7808,
3740,27,Part_0259,0.42,3,Part,,,,,35.0,,,,,,,,,,,,,,320,8256,
3741,27,Part_0331,0.42,3,Part,,,,,40.0,,,,,,,,,,,,,,320,10720,
3742,27,Part_0338,0.42,3,Part,,,,,30.0,,,,,,,,,,,,,,320,10944,
3743,27,Part_0369,0.42,3,Part,,,,,30.0,,,,,,,,,,,,,,320,11936,
3744,27,Part_0040,0.43,3,Part,,,,,40.0,,,,,,,,,,,,,,320,1056,
3745,27,Part_0042,0.43,3,Part,,,,,35.0,,,,,,,,,,,,,,320,1120,
3746,27,Part_0049,0.43,3,Part,,,,,35.0,,,,,,,,,,,,,,320,1344,
3747,27,Part_0077,0.43,3,Part,,,,,30.0,,,,,,,,,,,,,,320,2240,
3748,27,Part_0105,0.43,3,Part,,,,,30.0,,,,,,,,,,,,,,320,3136,
3749,27,Part_0146,0.43,3,Part,,,,,35.0,,,,,,,,,,,,,,320,4448,
3750,27,Part_0158,0.43,3,Part,,,,,30.0,,,,,,,,,,,,,,320,4832,
3751,27,Part_0215,0.43,3,Part,,,,,40.0,,,,,,,,,,,,,,320,6720,
3752,27,Part_0231,0.43,3,Part,,,,,45.0,,,,,,,,,,,,,,320,7232,
3753,27,Part_0233,0.43,3,Part,,,,,30.0,,,,,,,,,,,,,,320,7296,
3754,27,Part_0248,0.43,3,Part,,,,,45.0,,,,,,,,,,,,,,320,7840,
3755,27,Part_0256,0.43,3,Part,,,,,30.0,,,,,,,,,,,,,,320,8096,
3756,27,Part_0260,0.43,3,Part,,,,,40.0,,,,,,,,,,,,,,320,8288,
3757,27,Part_0264,0.43,3,Part,,,,,30.0,,,,,,,,,,,,,,320,8416,
3758,27,Part_0293,0.43,3,Part,,,,,30.0,,,,,,,,,,,,,,320,9440,
3759,27,Part_0316,0.43,3,Part,,,,,35.0,,,,,,,,,,,,,,320,10240,
3760,27,Part_0324,0.43,3,Part,,,,,30.0,,,,,,,,,,,,,,320,10496,
3761,27,Part_0325,0.43,3,Part,,,,,45.0,,,,,,,,,,,,,,320,10528,
3762,27,Part_0334,0.43,3,Part,,,,,30.0,,,,,,,,,,,,,,320,10816,
3763,27,Part_0368,0.43,3,Part,,,,,40.0,,,,,,,,,,,,,,320,11904,
3764,27,Part_0037,0.44,3,Part,,,,,40.0,,,,,,,,,,,,,,320,960,
3765,27,Part_0063,0.44,3,Part,,,,,45.0,,,,,,,,,,,,,,320,1792,
3766,27,Part_0085,0.44,3,Part,,,,,45.0,,,,,,,,,,,,,,320,2496,
3767,27,Part_0104,0.44,3,Part,,,,,30.0,,,,,,,,,,,,,,320,3104,
3768,27,Part_0136,0.44,3,Part,,,,,35.0,,,,,,,,,,,,,,320,4128,
3769,27,Part_0138,0.44,3,Part,,,,,35.0,,,,,,,,,,,,,,320,4192,
3770,27,Part_0182,0.44,3,Part,,,,,30.0,,,,,,,,,,,,,,320,5632,
3771,27,Part_0190,0.44,3,Part,,,,,30.0,,,,,,,,,,,,,,320,5888,
3772,27,Part_0243,0.44,3,Part,,,,,40.0,,,,,,,,,,,,,,320,7680,
3773,27,Part_0283,0.44,3,Part,,,,,30.0,,,,,,,,,,,,,,320,9088,
3774,27,Part_0301,0.44,3,Part,,,,,35.0,,,,,,,,,,,,,,320,9696,
3775,27,Part_0313,0.44,3,Part,,,,,30.0,,,,,,,,,,,,,,320,10080,
3776,27,Part_0339,0.44,3,Part,,,,,45.0,,,,,,,,,,,,,,320,10976,
3777,27,Part_0341,0.44,3,Part,,,,,35.0,,,,,,,,,,,,,,320,11040,
3778,27,Part_0367,0.44,3,Part,,,,,35.0,,,,,,,,,,,,,,320,11872,
3779,27,Part_0370,0.44,3,Part,,,,,45.0,,,,,,,,,,,,,,320,11968,
3780,27,Part_0010,0.45,3,Part,,,,,35.0,,,,,,,,,,,,,,320,96,
3781,27,Part_0089,0.45,3,Part,,,,,40.0,,,,,,,,,,,,,,320,2624,
3782,27,Part_0155,0.45,3,Part,,,,,30.0,,,,,,,,,,,,,,320,4736,
3783,27,Part_0186,0.45,3,Part,,,,,45.0,,,,,,,,,,,,,,320,5760,
3784,27,Part_0192,0.45,3,Part,,,,,40.0,,,,,,,,,,,,,,320,5952,
3785,27,Part_0195,0.45,3,Part,,,,,30.0,,,,,,,,,,,,,,320,6048,
3786,27,Part_0205,0.45,3,Part,,,,,40.0,,,,,,,,,,,,,,320,6400,
3787,27,Part_0241,0.45,3,Part,,,,,35.0,,,,,,,,,,,,,,320,7552,
3788,27,Part_0252,0.45,3,Part,,,,,40.0,,,,,,,,,,,,,,320,7968,
3789,27,Part_0255,0.45,3,Part,,,,,30.0,,,,,,,,,,,,,,320,8064,
3790,27,Part_0302,0.45,3,Part,,,,,45.0,,,,,,,,,,,,,,320,9728,
3791,27,Part_0354,0.45,3,Part,,,,,30.0,,,,,,,,,,,,,,320,11456,
3792,27,Part_0374,0.45,3,Part,,,,,40.0,,,,,,,,,,,,,,320,12096,
3793,27,Part_0024,0.46,3,Part,,,,,35.0,,,,,,,,,,,,,,320,544,
3794,27,Part_0038,0.46,3,Part,,,,,45.0,,,,,,,,,,,,,,320,992,
3795,27,Part_0079,0.46,3,Part,,,,,45.0,,,,,,,,,,,,,,320,2304,
3796,27,Part_0102,0.46,3,Part,,,,,30.0,,,,,,,,,,,,,,320,3040,
3797,27,Part_0135,0.46,3,Part,,,,,35.0,,,,,,,,,,,,,,320,4096,
3798,27,Part_0176,0.46,3,Part,,,,,40.0,,,,,,,,,,,,,,320,5408,
3799,27,Part_0216,0.46,3,Part,,,,,45.0,,,,,,,,,,,,,,320,6752,
3800,27,Part_0311,0.46,3,Part,,,,,30.0,,,,,,,,,,,,,,320,10016,
3801,27,Part_0342,0.46,3,Part,,,,,30.0,,,,,,,,,,,,,,320,11072,
3802,27,Part_0359,0.46,3,Part,,,,,30.0,,,,,,,,,,,,,,320,11616,
3803,27,Part_0043,0.47,3,Part,,,,,40.0,,,,,,,,,,,,,,320,1152,
3804,27,Part_0045,0.47,3,Part,,,,,40.0,,,,,,,,,,,,,,320,1216,
3805,27,Part_0099,0.47,3,Part,,,,,45.0,,,,,,,,,,,,,,320,2944,
3806,27,Part_0112,0.47,3,Part,,,,,35.0,,,,,,,,,,,,,,320,3360,
3807,27,Part_0122,0.47,3,Part,,,,,35.0,,,,,,,,,,,,,,320,3680,
3808,27,Part_0139,0.47,3,Part,,,,,45.0,,,,,,,,,,,,,,320,4224,
3809,27,Part_0148,0.47,3,Part,,,,,30.0,,,,,,,,,,,,,,320,4512,
3810,27,Part_0170,0.47,3,Part,,,,,40.0,,,,,,,,,,,,,,320,5216,
3811,27,Part_0193,0.47,3,Part,,,,,40.0,,,,,,,,,,,,,,320,5984,
3812,27,Part_0213,0.47,3,Part,,,,,35.0,,,,,,,,,,,,,,320,6656,
3813,27,Part_0223,0.47,3,Part,,,,,40.0,,,,,,,,,,,,,,320,6976,
3814,27,Part_0261,0.47,3,Part,,,,,40.0,,,,,,,,,,,,,,320,8320,
3815,27,Part_0268,0.47,3,Part,,,,,40.0,,,,,,,,,,,,,,320,8544,
3816,27,Part_0320,0.47,3,Part,,,,,30.0,,,,,,,,,,,,,,320,10368,
3817,27,Part_0033,0.48,3,Part,,,,,35.0,,,,,,,,,,,,,,320,832,
3818,27,Part_0035,0.48,3,Part,,,,,30.0,,,,,,,,,,,,,,320,896,
3819,27,Part_0048,0.48,3,Part,,,,,45.0,,,,,,,,,,,,,,320,1312,
3820,27,Part_0109,0.48,3,Part,,,,,30.0,,,,,,,,,,,,,,320,3264,
3821,27,Part_0113,0.48,3,Part,,,,,30.0,,,,,,,,,,,,,,320,3392,
3822,27,Part_0117,0.48,3,Part,,,,,30.0,,,,,,,,,,,,,,320,3520,
3823,27,Part_0132,0.48,3,Part,,,,,30.0,,,,,,,,,,,,,,320,4000,
3824,27,Part_0134,0.48,3,Part,,,,,30.0,,,,,,,,,,,,,,320,4064,
3825,27,Part_0141,0.48,3,Part,,,,,35.0,,,,,,,,,,,,,,320,4288,
3826,27,Part_0171,0.48,3,Part,,,,,45.0,,,,,,,,,,,,,,320,5248,
3827,27,Part_0327,0.48,3,Part,,,,,30.0,,,,,,,,,,,,,,320,10592,
3828,27,Part_0343,0.48,3,Part,,,,,30.0,,,,,,,,,,,,,,320,11104,
3829,27,Part_0345,0.48,3,Part,,,,,35.0,,,,,,,,,,,,,,320,11168,
3830,27,Part_0362,0.48,3,Part,,,,,45.0,,,,,,,,,,,,,,320,11712,
3831,27,Part_0014,0.49,3,Part,,,,,40.0,,,,,,,,,,,,,,320,224,
3832,27,Part_0029,0.49,3,Part,,,,,40.0,,,,,,,,,,,,,,320,704,
3833,27,Part_0086,0.49,3,Part,,,,,35.0,,,,,,,,,,,,,,320,2528,
3834,27,Part_0263,0.49,3,Part,,,,,45.0,,,,,,,,,,,,,,320,8384,
3835,27,Part_0304,0.49,3,Part,,,,,30.0,,,,,,,,,,,,,,320,9792,
3836,27,Part_0027,0.5,3,Part,,,,,45.0,,,,,,,,,,,,,,320,640,
3837,27,Part_0200,0.5,3,Part,,,,,45.0,,,,,,,,,,,,,,320,6208,
3838,27,Part_0288,0.5,3,Part,,,,,30.0,,,,,,,,,,,,,,320,9280,
3839,27,Part_0360,0.5,3,Part,,,,,40.0,,,,,,,,,,,,,,320,11648,
3840,27,Part_0361,0.5,3,Part,,,,,45.0,,,,,,,,,,,,,,320,11680,
3841,27,Part_0363,0.5,3,Part,,,,,45.0,,,,,,,,,,,,,,320,11744,
3842,27,Part_0373,0.5,3,Part,,,,,45.0,,,,,,,,,,,,,,320,12064,
3843,27,Part_0088,0.51,3,Part,,,,,35.0,,,,,,,,,,,,,,320,2592,
3844,27,Part_0129,0.51,3,Part,,,,,35.0,,,,,,,,,,,,,,320,3904,
3845,27,Part_0163,0.51,3,Part,,,,,45.0,,,,,,,,,,,,,,320,4992,
3846,27,Part_0227,0.51,3,Part,,,,,35.0,,,,,,,,,,,,,,320,7104,
3847,27,Part_0292,0.51,3,Part,,,,,30.0,,,,,,,,,,,,,,320,9408,
3848,27,Part_0322,0.51,3,Part,,,,,35.0,,,,,,,,,,,,,,320,10432,
3849,27,Part_0329,0.51,3,Part,,,,,30.0,,,,,,,,,,,,,,320,10656,
3850,27,Part_0165,0.52,3,Part,,,,,35.0,,,,,,,,,,,,,,320,5056,
3851,27,Part_0207,0.52,3,Part,,,,,35.0,,,,,,,,,,,,,,320,6464,
3852,27,Part_0234,0.52,3,Part,,,,,35.0,,,,,,,,,,,,,,320,7328,
3853,27,Part_0307,0.52,3,Part,,,,,30.0,,,,,,,,,,,,,,320,9888,
3854,27,Part_0065,0.53,3,Part,,,,,35.0,,,,,,,,,,,,,,320,1856,
3855,27,Part_0209,0.53,3,Part,,,,,35.0,,,,,,,,,,,,,,320,6528,
3856,27,Part_0253,0.53,3,Part,,,,,45.0,,,,,,,,,,,,,,320,8000,
3857,27,Part_0299,0.53,3,Part,,,,,45.0,,,,,,,,,,,,,,320,9632,
3858,27,Part_0047,0.54,3,Part,,,,,30.0,,,,,,,,,,,,,,320,1280,
3859,27,Part_0284,0.54,3,Part,,,,,35.0,,,,,,,,,,,,,,320,9120,
3860,27,Part_0287,0.54,3,Part,,,,,30.0,,,,,,,,,,,,,,320,9248,
3861,27,Part_0317,0.54,3,Part,,,,,40.0,,,,,,,,,,,,,,320,10272,
3862,27,Part_0321,0.54,3,Part,,,,,35.0,,,,,,,,,,,,,,320,10400,
3863,27,Part_0377,0.54,3,Part,,,,,40.0,,,,,,,,,,,,,,320,12192,
3864,27,Part_0069,0.55,3,Part,,,,,40.0,,,,,,,,,,,,,,320,1984,
3865,27,Part_0212,0.55,3,Part,,,,,45.0,,,,,,,,,,,,,,320,6624,
3866,27,Part_0220,0.55,3,Part,,,,,35.0,,,,,,,,,,,,,,320,6880,
3867,27,Part_0295,0.55,3,Part,,,,,30.0,,,,,,,,,,,,,,320,9504,
3868,27,Part_0297,0.55,3,Part,,,,,30.0,,,,,,,,,,,,,,320,9568,
3869,27,Part_0300,0.55,3,Part,,,,,40.0,,,,,,,,,,,,,,320,9664,
3870,27,Part_0013,0.56,3,Part,,,,,45.0,,,,,,,,,,,,,,320,192,
3871,27,Part_0076,0.56,3,Part,,,,,40.0,,,,,,,,,,,,,,320,2208,
3872,27,Part_0278,0.56,3,Part,,,,,30.0,,,,,,,,,,,,,,320,8928,
3873,27,Part_0036,0.57,3,Part,,,,,40.0,,,,,,,,,,,,,,320,928,
3874,27,Part_0118,0.57,3,Part,,,,,35.0,,,,,,,,,,,,,,320,3552,
3875,27,Part_0144,0.57,3,Part,,,,,45.0,,,,,,,,,,,,,,320,4384,
3876,27,Part_0239,0.57,3,Part,,,,,30.0,,,,,,,,,,,,,,320,7488,
3877,27,Part_0131,0.58,3,Part,,,,,45.0,,,,,,,,,,,,,,320,3968,
3878,27,Part_0381,0.72,2,Part,,,,,30.0,,,,,,,,,,,,,,1552,160,
3879,27,Dist_0001,0.75,1,Dist,,,,,10.0,,,,,,,,,,,,,,1776,288,
3880,27,Dist_0002,0.75,1,Dist,,,,,10.0,,,,,,,,,,,,,,1776,720,
3881,27,Dist_0003,0.75,1,Dist,,,,,10.0,,,,,,,,,,,,,,1776,960,
3882,27,Dist_0004,0.75,1,Dist,,,,,10.0,,,,,,,,,,,,,,1792,1984,
3883,27,Dist_0005,0.75,1,Dist,,,,,10.0,,,,,,,,,,,,,,1776,2320,
3884,27,Dist_0006,0.75,1,Dist,,,,,10.0,,,,,,,,,,,,,,1792,2560,
3885,27,Dist_0007,0.75,1,Dist,,,,,10.0,,,,,,,,,,,,,,1776,3216,
3886,27,Dist_0008,0.75,1,Dist,,,,,10.0,,,,,,,,,,,,,,1792,3776,
3887,27,Dist_0009,0.75,1,Dist,,,,,10.0,,,,,,,,,,,,,,1776,6816,
3888,27,Dist_0010,0.75,1,Dist,,,,,10.0,,,,,,,,,,,,,,1792,7488,
